Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.133    0.017 main.py:456(_settings_build_values)
        1    0.000    0.000    0.133    0.133 modeling_utils.py:4743(_move_missing_keys_from_meta_to_device)
   451245    0.133    0.000    0.133    0.000 {method 'append' of 'list' objects}
        2    0.001    0.000    0.132    0.066 {built-in method torch.empty_like}
       16    0.002    0.000    0.131    0.008 base.py:539(__call__)
      320    0.002    0.000    0.131    0.000 dataclasses.py:638(_frozen_get_del_attr)
    16774    0.021    0.000    0.131    0.000 pathlib.py:711(joinpath)
     4395    0.130    0.000    0.130    0.000 {built-in method _io.open_code}
      284    0.001    0.000    0.130    0.000 _meta_registrations.py:67(wrapper)
        1    0.000    0.000    0.129    0.129 modeling_utils.py:4369(_load_pretrained_model)
        1    0.000    0.000    0.128    0.128 iterative.py:1(<module>)
        2    0.000    0.000    0.128    0.064 runtime.py:1(<module>)
    15751    0.010    0.000    0.128    0.000 pathlib.py:719(__truediv__)
        1    0.000    0.000    0.128    0.128 __init__.py:648(ServerAPI)
        2    0.000    0.000    0.128    0.064 _auth.py:1(<module>)
        1    0.000    0.000    0.127    0.127 image_processing_utils.py:1(<module>)
       91    0.000    0.000    0.126    0.001 _support_alternative_backends.py:86(wrapper)
        1    0.000    0.000    0.124    0.124 collection_configuration.py:1(<module>)
        1    0.000    0.000    0.124    0.124 processing_utils.py:1(<module>)
   101641    0.091    0.000    0.123    0.000 module.py:2785(named_children)
      635    0.003    0.000    0.123    0.000 inspect.py:863(getdoc)
        1    0.000    0.000    0.123    0.123 capi_maps.py:1(<module>)
      201    0.005    0.000    0.122    0.001 tokenization_utils_tokenizers.py:857(_encode_plus)
        1    0.000    0.000    0.121    0.121 async_api.py:1(<module>)
       55    0.000    0.000    0.121    0.002 auto_docstring.py:4511(auto_docstring_decorator)
    104/4    0.002    0.000    0.121    0.030 thread.py:54(run)
       66    0.002    0.000    0.120    0.002 _axis_nan_policy.py:425(axis_nan_policy_decorator)
     13/7    0.000    0.000    0.119    0.017 __init__.py:190(__getattr__)
        1    0.000    0.000    0.119    0.119 autotuner.py:1(<module>)
 5345/969    0.049    0.000    0.118    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.118    0.118 async_api.py:600(AsyncServerAPI)
     5410    0.009    0.000    0.118    0.000 _docscrape.py:573(dedent_lines)
       15    0.000    0.000    0.117    0.008 _data_structures.py:1483(operations)
       15    0.013    0.001    0.117    0.008 _data_structures.py:1342(_parse_content_stream)
        1    0.000    0.000    0.116    0.116 crackfortran.py:1(<module>)
    15632    0.040    0.000    0.114    0.000 __init__.py:485(make_file)
5000/3800    0.017    0.000    0.113    0.000 _data_structures.py:1511(read_object)
     2613    0.008    0.000    0.112    0.000 normalization.py:227(forward)
     1283    0.009    0.000    0.112    0.000 _ops.py:1370(__getattr__)
     1021    0.008    0.000    0.112    0.000 __init__.py:811(read_text)
     3734    0.007    0.000    0.111    0.000 inspect.py:976(getabsfile)
       96    0.001    0.000    0.110    0.001 _model_construction.py:566(set_model_fields)
    10083    0.026    0.000    0.110    0.000 <frozen importlib._bootstrap>:162(__enter__)
        3    0.001    0.000    0.110    0.037 __init__.py:901(entry_points)
       96    0.008    0.000    0.109    0.001 _fields.py:224(collect_model_fields)
        1    0.000    0.000    0.109    0.109 import_utils.py:2506(direct_transformers_import)
        4    0.001    0.000    0.109    0.027 expr.py:1(<module>)
    16586    0.057    0.000    0.108    0.000 inspect.py:2743(__init__)
        5    0.001    0.000    0.108    0.022 trainer.py:1(<module>)
      456    0.001    0.000    0.108    0.000 __init__.py:910(<genexpr>)
     9025    0.006    0.000    0.107    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.106    0.106 pydantic.py:1(<module>)
  678/472    0.003    0.000    0.106    0.000 _generate_schema.py:1167(_match_generic_type)
     1946    0.003    0.000    0.105    0.000 pathlib.py:228(_iterate_directories)
       35    0.000    0.000    0.105    0.003 hf_api.py:3793(list_repo_tree)
   273181    0.105    0.000    0.105    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.105    0.026 model_card.py:1(<module>)
25544/680    0.044    0.000    0.103    0.000 copy.py:118(deepcopy)
       35    0.000    0.000    0.103    0.003 _pagination.py:26(paginate)
      478    0.001    0.000    0.103    0.000 basic.py:212(__init_subclass__)
      479    0.040    0.000    0.102    0.000 assumptions.py:614(_prepare_class_assumptions)
     3568    0.060    0.000    0.101    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.001    0.001    0.101    0.101 guards.py:1(<module>)
    33794    0.059    0.000    0.101    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
     3215    0.101    0.000    0.101    0.000 {built-in method builtins.compile}
     4630    0.011    0.000    0.100    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
     2613    0.014    0.000    0.100    0.000 functional.py:2918(layer_norm)
        1    0.000    0.000    0.100    0.100 compiled_autograd.py:1(<module>)
        1    0.000    0.000    0.100    0.100 answer_generator.py:1(<module>)
      963    0.008    0.000    0.100    0.000 __init__.py:64(_add_op_to_registry)
     4240    0.020    0.000    0.100    0.000 inspect.py:951(getsourcefile)
     4416    0.100    0.000    0.100    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.099    0.050 auto_factory.py:178(_get_model_class)
        2    0.000    0.000    0.099    0.050 auto_factory.py:600(__getitem__)
        2    0.000    0.000    0.099    0.050 auto_factory.py:616(_load_attr_from_module)
        2    0.000    0.000    0.099    0.050 auto_factory.py:525(getattribute_from_module)
        6    0.000    0.000    0.099    0.016 linear_relu.py:1(<module>)
 1351/673    0.014    0.000    0.099    0.000 copy.py:217(_deepcopy_dict)
        1    0.000    0.000    0.098    0.098 modeling_bert.py:1(<module>)
        9    0.000    0.000    0.098    0.011 library.py:1136(register_autograd)
        1    0.000    0.000    0.098    0.098 runtime_wrappers.py:1(<module>)
        1    0.000    0.000    0.097    0.097 test_operators.py:1(<module>)
        1    0.000    0.000    0.097    0.097 ollama_provider.py:1(<module>)
        1    0.000    0.000    0.097    0.097 chat_template_utils.py:1(<module>)
        1    0.000    0.000    0.097    0.097 _client.py:1(<module>)
        1    0.000    0.000    0.097    0.097 cohere_embedding_function.py:1(<module>)
      565    0.002    0.000    0.096    0.000 __init__.py:212(decomposition_decorator)
     1103    0.003    0.000    0.095    0.000 pathlib.py:1022(read_text)
        1    0.000    0.000    0.095    0.095 schema_utils.py:1(<module>)
    32/12    0.000    0.000    0.095    0.008 _ops.py:283(__init__)
        1    0.000    0.000    0.094    0.094 standalone_compile.py:1(<module>)
        1    0.000    0.000    0.094    0.094 _linprog.py:1(<module>)
      318    0.013    0.000    0.094    0.000 enum.py:528(__new__)
     8226    0.052    0.000    0.093    0.000 functools.py:35(update_wrapper)
    25889    0.031    0.000    0.093    0.000 typing_utils.py:169(get_args)
    10029    0.011    0.000    0.093    0.000 typing.py:166(_type_convert)
        1    0.000    0.000    0.092    0.092 _jit_internal.py:1(<module>)
     3052    0.013    0.000    0.092    0.000 typing.py:892(__init__)
      343    0.007    0.000    0.091    0.000 typing.py:2219(get_type_hints)
    75915    0.091    0.000    0.091    0.000 {method 'split' of 'str' objects}
      437    0.017    0.000    0.091    0.000 doccer.py:29(docformat)
    13040    0.089    0.000    0.090    0.000 {method 'sub' of 're.Pattern' objects}
        7    0.000    0.000    0.089    0.013 connection.py:1(<module>)
       41    0.003    0.000    0.088    0.002 auto_docstring.py:4174(auto_class_docstring)
        1    0.000    0.000    0.088    0.088 frame.py:1(<module>)
     5041    0.034    0.000    0.088    0.000 _ops.py:1156(_has_script_object_arg)
       52    0.001    0.000    0.087    0.002 auto_docstring.py:4100(auto_method_docstring)
       70    0.001    0.000    0.087    0.001 _util.py:1148(decorator)
     7266    0.086    0.000    0.086    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.085    0.085 nested_tensor.py:1(<module>)
        3    0.000    0.000    0.084    0.028 __config__.py:1(<module>)
      201    0.022    0.000    0.084    0.000 modeling_bert.py:72(forward)
        1    0.000    0.000    0.084    0.084 _distn_infrastructure.py:1(<module>)
       22    0.001    0.000    0.084    0.004 exceptions.py:1(<module>)
        1    0.000    0.000    0.084    0.084 nested_int.py:1(<module>)
       25    0.002    0.000    0.084    0.003 import_utils.py:2887(spread_import_structure)
        1    0.000    0.000    0.083    0.083 _doc_common.py:1(<module>)
       36    0.000    0.000    0.083    0.002 __init__.py:129(__getattr__)
      131    0.002    0.000    0.083    0.001 _distn_infrastructure.py:833(_construct_doc)
        4    0.001    0.000    0.083    0.021 fields.py:1(<module>)
     1946    0.037    0.000    0.082    0.000 pathlib.py:1112(walk)
       89    0.000    0.000    0.082    0.001 dispatcher.py:178(add)
        1    0.000    0.000    0.082    0.082 cpp_builder.py:1(<module>)
        1    0.000    0.000    0.081    0.081 exporter.py:1(<module>)
  458/410    0.003    0.000    0.081    0.000 _generate_schema.py:1335(_union_schema)
       89    0.000    0.000    0.081    0.001 dispatcher.py:222(reorder)
     2613    0.081    0.000    0.081    0.000 {built-in method torch.layer_norm}
       41    0.000    0.000    0.081    0.002 __init__.py:882(version)
        3    0.000    0.000    0.080    0.027 _basic.py:1(<module>)
    54593    0.044    0.000    0.080    0.000 typing.py:2344(get_origin)
      200    0.009    0.000    0.080    0.000 bm25_retriever.py:64(search)
        1    0.000    0.000    0.080    0.080 _linprog_ip.py:1(<module>)
     1040    0.002    0.000    0.079    0.000 base.py:506(_get_resolved_field_value)
      588    0.001    0.000    0.079    0.000 __init__.py:221(register)
    58559    0.069    0.000    0.079    0.000 dis.py:623(_unpack_opargs)
        1    0.000    0.000    0.079    0.079 dataloader.py:1(<module>)
     3884    0.020    0.000    0.079    0.000 typing_extensions.py:3228(_collect_parameters)
      463    0.011    0.000    0.079    0.000 wrappers.py:259(_out_wrapper)
        1    0.000    0.000    0.079    0.079 _linprog_util.py:1(<module>)
    10083    0.041    0.000    0.078    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.078    0.078 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.077    0.077 interpolative.py:1(<module>)
      606    0.001    0.000    0.077    0.000 __init__.py:469(entry_points)
    103/3    0.004    0.000    0.076    0.025 core_model_loading.py:1004(_job)
        3    0.000    0.000    0.076    0.025 threads.py:1(<module>)
        2    0.000    0.000    0.075    0.038 point.py:1(<module>)
        1    0.000    0.000    0.075    0.075 transformer.py:2032(_load_init_kwargs)
        1    0.000    0.000    0.075    0.075 transformer.py:2101(load_config)
        1    0.000    0.000    0.075    0.075 _symbolic_trace.py:1(<module>)
     2064    0.008    0.000    0.075    0.000 base.py:361(_extract_field_info)
      324    0.001    0.000    0.075    0.000 signature.py:48(_get_type_hints)
        4    0.000    0.000    0.075    0.019 function.py:1(<module>)
    21210    0.027    0.000    0.074    0.000 module.py:1360(convert)
        1    0.000    0.000    0.074    0.074 server_process_global_profiler.py:1(<module>)
     1103    0.001    0.000    0.074    0.000 pathlib.py:1005(open)
9205/2358    0.019    0.000    0.074    0.000 typing.py:407(_eval_type)
     6821    0.007    0.000    0.074    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        3    0.000    0.000    0.074    0.025 source.py:1(<module>)
     3616    0.014    0.000    0.074    0.000 utils.py:84(_annotation_is_complex)
        1    0.000    0.000    0.073    0.073 model.py:1277(_get_model_type)
        2    0.000    0.000    0.073    0.037 stream.py:1(<module>)
       57    0.001    0.000    0.073    0.001 _guards.py:1306(wrap)
      603    0.002    0.000    0.072    0.000 model.py:1387(device)
     8226    0.055    0.000    0.072    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.072    0.072 tokenization_auto.py:492(get_tokenizer_config)
        1    0.000    0.000    0.071    0.071 tokenization_utils_base.py:1758(_from_pretrained)
        1    0.000    0.000    0.071    0.071 conv_add.py:1(<module>)
     4639    0.027    0.000    0.071    0.000 dataclasses.py:760(_get_field)
       15    0.000    0.000    0.071    0.005 version.py:1(<module>)
     7471    0.010    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      633    0.006    0.000    0.071    0.000 _docscrape.py:366(_parse_summary)
        1    0.000    0.000    0.070    0.070 module.py:123(load)
     8184    0.022    0.000    0.070    0.000 <frozen _collections_abc>:469(__new__)
        1    0.000    0.000    0.070    0.070 pooling.py:115(load_config)
     1280    0.005    0.000    0.070    0.000 utils.py:135(_union_is_complex)
12440/150    0.033    0.000    0.070    0.000 import_utils.py:2934(propagate_frozenset)
        1    0.000    0.000    0.069    0.069 connection.py:105(_connect)
    52964    0.020    0.000    0.069    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.069    0.069 graph_drawer.py:1(<module>)
        4    0.000    0.000    0.069    0.017 numbers.py:1(<module>)
      624    0.007    0.000    0.068    0.000 _docscrape.py:599(__str__)
        1    0.000    0.000    0.068    0.068 shape_prop.py:1(<module>)
    22584    0.034    0.000    0.068    0.000 typing.py:1215(__setattr__)
     2613    0.007    0.000    0.067    0.000 dropout.py:69(forward)
        1    0.000    0.000    0.067    0.067 model_card.py:1311(set_base_model)
        1    0.000    0.000    0.067    0.067 hf_api.py:3219(model_info)
        1    0.000    0.000    0.067    0.067 collect_metadata_analysis.py:1(<module>)
      162    0.023    0.000    0.067    0.000 dis.py:647(findlabels)
    47239    0.066    0.000    0.066    0.000 module.py:1954(__getattr__)
        1    0.000    0.000    0.065    0.065 ai.py:1(<module>)
    21153    0.029    0.000    0.065    0.000 grad_mode.py:80(__enter__)
14106/1802    0.014    0.000    0.064    0.000 signature.py:12(_contains_unbound_typevar)
        1    0.000    0.000    0.064    0.064 config_init.py:1(<module>)
      152    0.010    0.000    0.064    0.000 typing.py:2814(__new__)
